actor_slug,name,category,description,long_description,address,postal_code,county,county_slug,municipality,municipality_slug,city,area,lat,lng,phone,email,website,instagram,opening_hours,opening_hours_osm,tags,benefits,how_to_use,image,nationwide,service_area_county_slugs,service_area_municipality_slugs
olbrygging-as-grimstad,Ølbrygging AS,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Ølbrygging AS i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Østerskogen 55,4879,Agder,agder,Grimstad,grimstad,Grimstad,,58.310652999999995,8.560608,37407040,,http://www.olbrygging.no/,,mandag: 10:00-17:00|tirsdag: 10:00-17:00|onsdag: 10:00-17:00|torsdag: 10:00-17:00|fredag: 10:00-17:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 10:00-17:00; Tu 10:00-17:00; We 10:00-17:00; Th 10:00-17:00; Fr 10:00-17:00; Sa 10:00-15:00; Su off,store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
joker-vik-grimstad,Joker Vik,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Joker Vik i Grimstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Temseveien 2,4885,Agder,agder,Grimstad,grimstad,Grimstad,,58.368629399999996,8.6241384,37045731,,https://joker.no/Finn-butikk/Joker-Vik,,mandag: 08:00-21:00|tirsdag: 08:00-21:00|onsdag: 08:00-21:00|torsdag: 08:00-21:00|fredag: 08:00-21:00|lørdag: 09:00-20:00|søndag: Stengt,Mo 08:00-21:00; Tu 08:00-21:00; We 08:00-21:00; Th 08:00-21:00; Fr 08:00-21:00; Sa 09:00-20:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
coop-prix-risor-risor,Coop Prix Risør,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Coop Prix Risør i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Strandgata 3,4950,Agder,agder,Risør,risor,Risør,,58.720499999999994,9.234928,37151911,,https://www.coop.no/butikker/coop-prix/coop-prix-risor-4512,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Stengt,Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-risor-risor,REMA 1000 RISØR,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 RISØR i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Risørveien 183,4950,Agder,agder,Risør,risor,Risør,,58.715104000000004,9.177036,37150700,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
oliven-verden-norge-as-risor,Oliven Verden Norge As,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Oliven Verden Norge As i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Krags gate 44,4950,Agder,agder,Risør,risor,Risør,,58.719791400000005,9.2303123,96983789,,,,mandag: 09:00-19:00|tirsdag: 10:00-19:00|onsdag: 10:00-19:00|torsdag: 10:00-19:00|fredag: 10:00-19:00|lørdag: 10:00-19:00|søndag: Stengt,Mo 09:00-19:00; Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 10:00-19:00; Su off,supermarket,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-kragsgate-risor,REMA 1000 KRAGSGATE,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 KRAGSGATE i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Krags gate 54,4950,Agder,agder,Risør,risor,Risør,,58.719303999999994,9.226401,37150011,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
extra-randvik-risor,Extra Randvik,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Extra Randvik i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Tyriveien 25,4956,Agder,agder,Risør,risor,Risør,,58.715523399999995,9.2218429,37150122,,https://www.coop.no/butikker/extra/extra-randvik-4763,,mandag: 07:00-22:00|tirsdag: 07:00-22:00|onsdag: 07:00-22:00|torsdag: 07:00-22:00|fredag: 07:00-22:00|lørdag: 07:00-22:00|søndag: 14:00-20:00,Mo 07:00-22:00; Tu 07:00-22:00; We 07:00-22:00; Th 07:00-22:00; Fr 07:00-22:00; Sa 07:00-22:00; Su 14:00-20:00,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
joker-hopestrand-risor,Joker Hopestrand,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Joker Hopestrand i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Åkvågveien 456,4957,Agder,agder,Risør,risor,Risør,,58.6895845,9.1431202,37154022,,https://joker.no/,,mandag: 09:00-17:00|tirsdag: 09:00-17:00|onsdag: 09:00-17:00|torsdag: 09:00-17:00|fredag: 09:00-17:00|lørdag: 09:00-15:00|søndag: Stengt,Mo 09:00-17:00; Tu 09:00-17:00; We 09:00-17:00; Th 09:00-17:00; Fr 09:00-17:00; Sa 09:00-15:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
joker-risor-risor,Joker Risør,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Joker Risør i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Carstensens gate 1,4950,Agder,agder,Risør,risor,Risør,,58.720912000000006,9.2323296,37150979,,https://joker.no/Finn-butikk/Joker-Risor,,mandag: 08:00-22:00|tirsdag: 08:00-22:00|onsdag: 08:00-22:00|torsdag: 08:00-22:00|fredag: 08:00-22:00|lørdag: 08:00-22:00|søndag: 08:00-22:00,Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-22:00; Su 08:00-22:00,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-grenstol-tvedestrand,REMA 1000 GRENSTØL,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 GRENSTØL i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Østre Grenstøl 80,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.622280399999994,8.931439,37161600,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
kiwi-tvedestrand-tvedestrand,KIWI Tvedestrand,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,KIWI Tvedestrand i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Industriveien 9,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.6277879,8.916811200000001,37162272,,,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
extra-tvedestrand-tvedestrand,Extra Tvedestrand,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Extra Tvedestrand i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bibliotekveien 2,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.6267158,8.929003,91178519,,https://www.coop.no/butikker/extra/extra-tvedestrand-2743,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-tvedestrand-tvedestrand,REMA 1000 TVEDESTRAND,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 TVEDESTRAND i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Fjærkleivene 49,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.627178,8.920646,37161500,,https://rema.no/,,mandag: 07:00-23:00|tirsdag: 07:00-23:00|onsdag: 07:00-23:00|torsdag: 07:00-23:00|fredag: 07:00-23:00|lørdag: 07:00-23:00|søndag: Stengt,Mo 07:00-23:00; Tu 07:00-23:00; We 07:00-23:00; Th 07:00-23:00; Fr 07:00-23:00; Sa 07:00-23:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
stordal-gard-as-tvedestrand,Størdal gård AS,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Størdal gård AS i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Reinsfjellveien 69,4904,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.629608399999995,9.0426924,95842838,,https://www.stoerdalgard.no/,,mandag: 09:00-21:00|tirsdag: 09:00-21:00|onsdag: 09:00-21:00|torsdag: 09:00-21:00|fredag: 09:00-21:00|lørdag: Stengt|søndag: Stengt,Mo 09:00-21:00; Tu 09:00-21:00; We 09:00-21:00; Th 09:00-21:00; Fr 09:00-21:00; Sa off; Su off,farm,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
hageland-garthe-risor,Hageland Garthe,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Hageland Garthe i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Risørveien 502,4950,Agder,agder,Risør,risor,Risør,,58.7185023,9.123236499999999,37150355,,https://hageland.no/hagesenter/garthe,,mandag: 10:00-18:00|tirsdag: 10:00-18:00|onsdag: 10:00-18:00|torsdag: 10:00-18:00|fredag: 10:00-18:00|lørdag: 10:00-15:00|søndag: 12:00-16:00,Mo 10:00-18:00; Tu 10:00-18:00; We 10:00-18:00; Th 10:00-18:00; Fr 10:00-18:00; Sa 10:00-15:00; Su 12:00-16:00,garden center,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
meny-tvedestrand-tvedestrand,MENY Tvedestrand,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,MENY Tvedestrand i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Industriveien 8,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.6284545,8.9153731,37199200,,https://meny.no/finn-butikk/meny-tvedestrand/,,mandag: 07:00-22:00|tirsdag: 07:00-22:00|onsdag: 07:00-22:00|torsdag: 07:00-22:00|fredag: 07:00-22:00|lørdag: 07:00-22:00|søndag: Stengt,Mo 07:00-22:00; Tu 07:00-22:00; We 07:00-22:00; Th 07:00-22:00; Fr 07:00-22:00; Sa 07:00-22:00; Su off,supermarket,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-brokelandsheia-sundebru,REMA 1000 BROKELANDSHEIA,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,REMA 1000 BROKELANDSHEIA i Sundebru bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Brokelandsheia 1 Øst,4993,Agder,agder,Sundebru,sundebru,Sundebru,,58.821144399999994,9.0786075,37158800,,https://www.rema.no/,,mandag: 07:00-22:00|tirsdag: 07:00-22:00|onsdag: 07:00-22:00|torsdag: 07:00-22:00|fredag: 07:00-22:00|lørdag: 07:00-22:00|søndag: Stengt,Mo 07:00-22:00; Tu 07:00-22:00; We 07:00-22:00; Th 07:00-22:00; Fr 07:00-22:00; Sa 07:00-22:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
eurospar-brokelandsheia-sundebru,Eurospar Brokelandsheia,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Eurospar Brokelandsheia i Sundebru bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Brokelandsheia 20,4993,Agder,agder,Sundebru,sundebru,Sundebru,,58.8211184,9.0719018,37119600,,https://spar.no/finn-butikk/eurospar-brokelandsheia,,mandag: 06:30-22:00|tirsdag: 06:30-22:00|onsdag: 06:30-22:00|torsdag: 06:30-22:00|fredag: 06:30-22:00|lørdag: 06:30-20:00|søndag: Stengt,Mo 06:30-22:00; Tu 06:30-22:00; We 06:30-22:00; Th 06:30-22:00; Fr 06:30-22:00; Sa 06:30-20:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
kiwi-sondeled-sondeled,KIWI Søndeled,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,KIWI Søndeled i Søndeled bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Øren 37,4990,Agder,agder,Søndeled,sondeled,Søndeled,,58.760450399999996,9.0753893,37156101,,https://kiwi.no/Finn-butikk/kiwi-790-sondeled/,,mandag: 08:00-22:00|tirsdag: 08:00-22:00|onsdag: 08:00-22:00|torsdag: 08:00-22:00|fredag: 08:00-22:00|lørdag: 08:00-21:00|søndag: Stengt,Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-21:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
joker-tvedestrand-tvedestrand,Joker Tvedestrand,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Joker Tvedestrand i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Tjennaveien 13,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.6246368,8.927719,37166600,,https://joker.no/finn-butikk/joker-tvedestrand,,mandag: 07:00-21:00|tirsdag: 07:00-21:00|onsdag: 07:00-21:00|torsdag: 07:00-21:00|fredag: 07:00-21:00|lørdag: 09:00-21:00|søndag: Stengt,Mo 07:00-21:00; Tu 07:00-21:00; We 07:00-21:00; Th 07:00-21:00; Fr 07:00-21:00; Sa 09:00-21:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
hageland-tvedestrand-tvedestrand,Hageland Tvedestrand,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Hageland Tvedestrand i Tvedestrand bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Østre Grenstøl 80,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.619764999999994,8.908111,48070540,,https://hageland.no/,,mandag: 09:00-19:00|tirsdag: 09:00-19:00|onsdag: 09:00-19:00|torsdag: 09:00-19:00|fredag: 09:00-19:00|lørdag: 10:00-18:00|søndag: 12:00-16:00,Mo 09:00-19:00; Tu 09:00-19:00; We 09:00-19:00; Th 09:00-19:00; Fr 09:00-19:00; Sa 10:00-18:00; Su 12:00-16:00,garden center,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
acanthus-risor,Acanthus,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Acanthus i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Storgata 8,4950,Agder,agder,Risør,risor,Risør,,58.721003200000006,9.2328361,91002124,,http://www.acanthus.shop/,,mandag: 10:00-15:00|tirsdag: 10:00-15:00|onsdag: 10:00-15:00|torsdag: 10:00-15:00|fredag: 10:00-15:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 10:00-15:00; Tu 10:00-15:00; We 10:00-15:00; Th 10:00-15:00; Fr 10:00-15:00; Sa 10:00-15:00; Su off,store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
monter-risor-risor,Montér Risør,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Montér Risør i Risør bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Krags gate 144,4950,Agder,agder,Risør,risor,Risør,,58.71716699999999,9.211336,47674400,,https://www.monter.no/?utm_source=Google&utm_medium=Organic+Search&utm_campaign=Google_my_business,,mandag: 07:00-17:00|tirsdag: 07:00-17:00|onsdag: 07:00-17:00|torsdag: 07:00-17:00|fredag: 07:00-17:00|lørdag: 09:00-14:00|søndag: Stengt,Mo 07:00-17:00; Tu 07:00-17:00; We 07:00-17:00; Th 07:00-17:00; Fr 07:00-17:00; Sa 09:00-14:00; Su off,building materials store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
matkroken-kilsund-staubo,Matkroken Kilsund,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Matkroken Kilsund i Staubø bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Kilsundveien 156,4920,Agder,agder,Staubø,staubo,Staubø,,58.550931,8.972199,37012413,,https://www.coop.no/butikker/coop-marked-matkroken/matkroken-kilsund-4509,,mandag: 09:00-20:00|tirsdag: 09:00-20:00|onsdag: 09:00-20:00|torsdag: 09:00-20:00|fredag: 09:00-20:00|lørdag: 09:00-18:00|søndag: Stengt,Mo 09:00-20:00; Tu 09:00-20:00; We 09:00-20:00; Th 09:00-20:00; Fr 09:00-20:00; Sa 09:00-18:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
uppistog-gard-valle,Uppistog Gård,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Uppistog Gård i Valle bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Rygnestadvegen 23,4747,Agder,agder,Valle,valle,Valle,,59.2502197,7.4792150999999985,41150767,,https://www.facebook.com/livslys1,,mandag: Stengt|tirsdag: Stengt|onsdag: Stengt|torsdag: Stengt|fredag: Stengt|lørdag: 10:00-18:00|søndag: Stengt,Mo off; Tu off; We off; Th off; Fr off; Sa 10:00-18:00; Su off,food store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
joker-bygland-bygland,Joker Bygland,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Joker Bygland i Bygland bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Sentrum 20,4745,Agder,agder,Bygland,bygland,Bygland,,58.831122,7.797972,91904626,,https://joker.no/,,mandag: 09:00-19:00|tirsdag: 09:00-19:00|onsdag: 09:00-19:00|torsdag: 09:00-19:00|fredag: 09:00-19:00|lørdag: 10:00-18:00|søndag: Stengt,Mo 09:00-19:00; Tu 09:00-19:00; We 09:00-19:00; Th 09:00-19:00; Fr 09:00-19:00; Sa 10:00-18:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
brokkestoylen-rysstad,Brokkestøylen,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Brokkestøylen i Rysstad bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Suleskardveien,4748,Agder,agder,Rysstad,rysstad,Rysstad,,59.09677399999999,7.438280799999999,97747617,,https://www.brokkestoylen.no/,,,,restaurant,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
joker-valle-valle,Joker Valle,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Joker Valle i Valle bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Kjellebergsvegen 1,4747,Agder,agder,Valle,valle,Valle,,59.212553699999994,7.533392699999999,37937123,,http://www.joker.no/,,mandag: 08:30-21:00|tirsdag: 08:30-21:00|onsdag: 08:30-21:00|torsdag: 08:30-21:00|fredag: 08:30-21:00|lørdag: 08:30-20:00|søndag: Stengt,Mo 08:30-21:00; Tu 08:30-21:00; We 08:30-21:00; Th 08:30-21:00; Fr 08:30-21:00; Sa 08:30-20:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
rema-1000-hovden-hovden-i-setesdal,Rema 1000 Hovden,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,Rema 1000 Hovden i Hovden i Setesdal bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Hovedgrend 1,4755,Agder,agder,Hovden i Setesdal,hovden-i-setesdal,Hovden i Setesdal,,59.5602219,7.3519438,47634020,,https://www.rema.no/,,mandag: 08:00-22:00|tirsdag: 08:00-22:00|onsdag: 08:00-22:00|torsdag: 08:00-22:00|fredag: 08:00-22:00|lørdag: 08:00-21:00|søndag: 10:00-18:00,Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-21:00; Su 10:00-18:00,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
spar-evje-evje,SPAR Evje,baerekraftig_mat,Bærekraftig matsted med fokus på lokalt og kortreist.,SPAR Evje i Evje bidrar til en mer sirkulær økonomi. Bærekraftig matsted med fokus på lokalt og kortreist. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Verksvegen 2,4735,Agder,agder,Evje,evje,Evje,,58.58358709999999,7.7985872999999994,37930020,,https://spar.no/finn-butikk/spar-evje,,mandag: 07:00-22:00|tirsdag: 07:00-22:00|onsdag: 07:00-22:00|torsdag: 07:00-22:00|fredag: 07:00-22:00|lørdag: 07:00-21:00|søndag: Stengt,Mo 07:00-22:00; Tu 07:00-22:00; We 07:00-22:00; Th 07:00-22:00; Fr 07:00-22:00; Sa 07:00-21:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
